attributionid,orderid,campaignid,revenue,channel,platform
A002928,ORD002192,CAMP0240,81.3,Mobile,google
A002929,ORD004788,CAMP0123,3.07,Mobile,snapchat
A002930,ORD001419,CAMP0199,132.08,Web,tiktok
A002931,ORD000101,CAMP0057,16.7,Retail,snapchat
A002932,ORD004190,CAMP0213,529.44,Mobile,google
A002933,ORD000382,CAMP0240,45.27,Mobile,google
A002934,ORD002165,CAMP0083,15.04,Web,snapchat
A002935,ORD002982,CAMP0156,154.1,Mobile,meta
A002936,ORD003781,CAMP0013,55.83,Retail,snapchat
A002937,ORD004472,CAMP0130,314.37,Web,meta
A002938,ORD000137,CAMP0209,39.95,Mobile,snapchat
A002939,ORD003906,CAMP0132,76.88,Mobile,snapchat
A002940,ORD004998,CAMP0209,156.58,Mobile,tiktok
A002941,ORD004391,CAMP0195,72.4,Mobile,snapchat
A002942,ORD003131,CAMP0200,87.48,Web,meta
A002943,ORD001323,CAMP0184,411.15,Mobile,meta
A002944,ORD000250,CAMP0043,60.57,Web,meta
A002945,ORD003263,CAMP0196,349.11,Web,snapchat
A002946,ORD001012,CAMP0236,245.1,Web,tiktok
A002947,ORD002652,CAMP0241,167.46,Mobile,google
A002948,ORD001169,CAMP0027,57.26,Mobile,tiktok
A002949,ORD002357,CAMP0213,284.46,Web,tiktok
A002950,ORD002579,CAMP0230,11.38,Web,snapchat
A002951,ORD003465,CAMP0189,703.28,Mobile,meta
A002952,ORD001666,CAMP0147,30.32,Retail,snapchat
A002953,ORD002902,CAMP0238,214.08,Web,snapchat
A002954,ORD004093,CAMP0225,27.45,Mobile,google
A002955,ORD003306,CAMP0131,17.36,Mobile,snapchat
A002956,ORD004927,CAMP0018,24.22,Web,tiktok
A002957,ORD000979,CAMP0187,95.6,Mobile,tiktok
A002958,ORD000181,CAMP0161,20.91,Web,meta
A002959,ORD004652,CAMP0138,38.12,Mobile,tiktok
A002960,ORD001222,CAMP0209,121.72,Mobile,tiktok
A002961,ORD000976,CAMP0039,9.32,Retail,meta
A002962,ORD001930,CAMP0037,3.54,Web,google
A002963,ORD001823,CAMP0028,109.8,Mobile,meta
A002964,ORD001775,CAMP0015,89.2,Mobile,tiktok
A002965,ORD001641,CAMP0173,702.33,Web,tiktok
A002966,ORD001210,CAMP0179,126.4,Web,google
A002967,ORD004271,CAMP0123,50.56,Mobile,snapchat
A002968,ORD004966,CAMP0140,98.8,Mobile,google
A002969,ORD003269,CAMP0078,119.1,Web,google
A002970,ORD003537,CAMP0177,43.75,Web,snapchat
A002971,ORD004074,CAMP0121,20.06,Web,tiktok
A002972,ORD002538,CAMP0178,99.29,Web,snapchat
A002973,ORD002528,CAMP0041,164.3,Web,google
A002974,ORD004426,CAMP0127,34.94,Retail,tiktok
A002975,ORD003915,CAMP0187,60.0,Web,google
A002976,ORD003198,CAMP0066,82.23,Web,tiktok
A002977,ORD004856,CAMP0143,69.57,Web,meta
A002978,ORD000988,CAMP0227,22.76,Mobile,tiktok
A002979,ORD003612,CAMP0053,71.34,Retail,google
A002980,ORD000110,CAMP0024,97.54,Mobile,snapchat
A002981,ORD003535,CAMP0178,55.48,Mobile,tiktok
A002982,ORD003688,CAMP0068,268.8,Web,snapchat
A002983,ORD001999,CAMP0208,25.6,Mobile,meta
A002984,ORD004284,CAMP0160,135.34,Mobile,snapchat
A002985,ORD002924,CAMP0020,253.12,Web,snapchat
A002986,ORD001456,CAMP0161,49.0,Web,meta
A002987,ORD000857,CAMP0118,194.84,Mobile,google
A002988,ORD000510,CAMP0115,37.98,Web,tiktok
A002989,ORD001149,CAMP0084,24.54,Web,snapchat
A002990,ORD003913,CAMP0147,95.8,Retail,meta
A002991,ORD000688,CAMP0073,17.36,Mobile,google
A002992,ORD004444,CAMP0066,55.74,Web,google
A002993,ORD002897,CAMP0153,9.15,Mobile,google
A002994,ORD002794,CAMP0043,227.65,Mobile,google
A002995,ORD000243,CAMP0027,24.97,Mobile,meta
A002996,ORD002328,CAMP0020,67.82,Web,snapchat
A002997,ORD004287,CAMP0092,21.27,Mobile,snapchat
A002998,ORD002725,CAMP0182,39.2,Web,snapchat
A002999,ORD002637,CAMP0068,33.81,Web,meta
A003000,ORD002880,CAMP0063,32.04,Web,google
